,ticker,sector,sub-industry,returns,totalYears
4567,SHOT,Consumer Defensive,Beverages—Non-Alcoholic,0.3333333333333333,3
4568,SHPH,Healthcare,Drug Manufacturers—Specialty & Generic,1.0,1
4569,SHW,Basic Materials,Specialty Chemicals,0.7045454545454546,44
4570,SHYF,Industrials,Farm & Heavy Construction Machinery,0.6410256410256411,39
4571,SIBN,Healthcare,Medical Devices,0.8,5
4572,SID,Basic Materials,Steel,0.5925925925925926,27
4573,SIDU,Industrials,Aerospace & Defense,0.0,2
4574,SIEB,Financial Services,Capital Markets,0.6363636363636364,44
4575,SIF,Industrials,Aerospace & Defense,0.6078431372549019,51
4576,SIG,Consumer Cyclical,Luxury Goods,0.6285714285714286,35
4577,SIGA,Healthcare,Drug Manufacturers—Specialty & Generic,0.5384615384615384,26
4578,SIGI,Financial Services,Insurance—Property & Casualty,0.6136363636363636,44
4579,SIGIP,Financial Services,Insurance—Property & Casualty,0.6666666666666666,3
4580,SII,Financial Services,Asset Management,0.8571428571428571,14
4581,SILC,Technology,Communication Equipment,0.5333333333333333,30
4582,SILO,Healthcare,Biotechnology,1.0,3
4583,SILV,Basic Materials,Other Precious Metals & Mining,0.3333333333333333,6
4584,SIMO,Technology,Semiconductors,0.6666666666666666,18
4585,SINT,Healthcare,Medical Devices,0.3,10
4586,SIRI,Communication Services,Entertainment,0.4827586206896552,29
4587,SISI,Consumer Defensive,Farm Products,0.7142857142857143,7
4588,SITC,Real Estate,REIT—Retail,0.6129032258064516,31
4589,SITM,Technology,Semiconductors,0.5,4
4590,SJ,Communication Services,Broadcasting,0.6,5
4591,SJM,Consumer Defensive,Packaged Foods,0.5517241379310345,29
4592,SJT,Energy,Oil & Gas E&P,0.5348837209302325,43
4593,SJW,Utilities,Utilities—Regulated Water,0.5490196078431373,51
4594,SKE,Basic Materials,Other Industrial Metals & Mining,0.5,22
4595,SKGR,Financial Services,Shell Companies,0.0,1
4596,SKGRU,Financial Services,Shell Companies,1.0,1
4597,SKIL,Consumer Defensive,Education & Training Services,0.5,4
4598,SKLZ,Communication Services,Electronic Gaming & Multimedia,0.75,4
4599,SKM,Communication Services,Telecom Services,0.5555555555555556,27
4600,SKT,Real Estate,REIT—Retail,0.5666666666666667,30
4601,SKWD,Financial Services,Insurance—Property & Casualty,0.0,1
4602,SKX,Consumer Cyclical,Footwear & Accessories,0.7916666666666666,24
4603,SKY,Consumer Cyclical,Residential Construction,0.64,50
4604,SKYE,Healthcare,Biotechnology,0.6666666666666666,9
4605,SKYH,Industrials,Aerospace & Defense,0.6666666666666666,3
4606,SKYT,Technology,Semiconductors,0.3333333333333333,3
4607,SKYX,Industrials,Electrical Equipment & Parts,1.0,2
4608,SLAB,Technology,Semiconductors,0.5416666666666666,24
4609,SLB,Energy,Oil & Gas Equipment & Services,0.6666666666666666,42
4610,SLDB,Healthcare,Biotechnology,0.3333333333333333,6
4611,SLDP,Consumer Cyclical,Auto Parts,0.5,2
4612,SLE,Communication Services,Internet Content & Information,0.8,5
4613,SLF,Financial Services,Insurance—Diversified,0.4583333333333333,24
4614,SLG,Real Estate,REIT—Office,0.6538461538461539,26
4615,SLGL,Healthcare,Biotechnology,0.5,6
4616,SLI,Basic Materials,Other Industrial Metals & Mining,0.3333333333333333,6
4617,SLM,Financial Services,Credit Services,0.45,40
4618,SLMBP,Financial Services,Credit Services,0.6111111111111112,18
4619,SLN,Healthcare,Biotechnology,0.3333333333333333,3
4620,SLND,Industrials,Engineering & Construction,0.0,2
4621,SLNG,Energy,Oil & Gas Integrated,0.625,16
4622,SLNH,Financial Services,Capital Markets,0.5416666666666666,24
4623,SLNHP,Financial Services,Capital Markets,1.0,2
4624,SLP,Healthcare,Health Information Services,0.5,26
4625,SLQT,Financial Services,Insurance Brokers,0.3333333333333333,3
4626,SLRC,Financial Services,Asset Management,0.7857142857142857,14
4627,SLRN,Healthcare,Biotechnology,,0
4628,SLRX,Healthcare,Biotechnology,0.7777777777777778,9
4629,SLS,Healthcare,Biotechnology,0.5,16
4630,SLSR,Basic Materials,Other Precious Metals & Mining,0.6666666666666666,3
4631,SLVM,Basic Materials,Paper & Paper Products,0.5,2
4632,SLVO,,,0.7272727272727273,11
4633,SM,Energy,Oil & Gas E&P,0.4838709677419355,31
4634,SMAR,Technology,Software—Application,0.8333333333333334,6
4635,SMBC,Financial Services,Banks—Regional,0.5333333333333333,30
4636,SMBK,Financial Services,Banks—Regional,0.45,20
4637,SMC,Energy,Oil & Gas Midstream,0.45454545454545453,11
4638,SMCI,Technology,Computer Hardware,0.6470588235294118,17
4639,SMFG,Financial Services,Banks—Diversified,0.4444444444444444,18
4640,SMG,Basic Materials,Agricultural Inputs,0.65625,32
4641,SMHB,,,0.4,5
4642,SMID,Basic Materials,Building Materials,0.6785714285714286,28
4643,SMLR,Healthcare,Medical Devices,0.3,10
4644,SMMT,Healthcare,Biotechnology,0.7777777777777778,9
4645,SMP,Consumer Cyclical,Auto Parts,0.4772727272727273,44
4646,SMPL,Consumer Defensive,Packaged Foods,0.3333333333333333,6
4647,SMR,Industrials,Specialty Industrial Machinery,0.5,2
4648,SMRT,Technology,Software—Application,1.0,2
4649,SMSI,Technology,Software—Application,0.6071428571428571,28
4650,SMTC,Technology,Semiconductors,0.5681818181818182,44
4651,SMWB,Technology,Software—Application,1.0,2
4652,SMX,Industrials,Specialty Business Services,0.0,2
4653,SMXT,Technology,Solar,,0
4654,SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,0
4655,SNA,Industrials,Tools & Accessories,0.6862745098039216,51
4656,SNAL,Communication Services,Electronic Gaming & Multimedia,0.0,1
4657,SNAP,Communication Services,Internet Content & Information,0.5714285714285714,7
4658,SNAX,Consumer Defensive,Packaged Foods,0.4,5
4659,SNCR,Technology,Software—Infrastructure,0.5882352941176471,17
4660,SNCRL,,,1.0,2
4661,SNCY,Industrials,Airlines,1.0,3
4662,SND,Energy,Oil & Gas Equipment & Services,0.7142857142857143,7
4663,SNDA,Healthcare,Medical Care Facilities,0.6538461538461539,26
4664,SNDL,Consumer Defensive,Beverages—Wineries & Distilleries,0.75,4
4665,SNDR,Industrials,Trucking,0.42857142857142855,7
4666,SNDX,Healthcare,Biotechnology,0.5,8
4667,SNES,Basic Materials,Specialty Chemicals,0.42857142857142855,7
4668,SNFCA,Financial Services,Mortgage Finance,0.5,36
4669,SNGX,Healthcare,Biotechnology,0.6333333333333333,30
4670,SNN,Healthcare,Medical Devices,0.6666666666666666,24
4671,SNOA,Healthcare,Drug Manufacturers—Specialty & Generic,0.5294117647058824,17
4672,SNOW,Technology,Software—Application,0.6666666666666666,3
4673,SNPS,Technology,Software—Infrastructure,0.53125,32
4674,SNPX,Healthcare,Biotechnology,0.3333333333333333,3
4675,SNSE,Healthcare,Biotechnology,0.6666666666666666,3
4676,SNT,Industrials,Security & Protection Services,0.6451612903225806,31
4677,SNTI,Healthcare,Biotechnology,1.0,2
4678,SNV,Financial Services,Banks—Regional,0.5294117647058824,34
4679,SNX,Technology,Electronics & Computer Distribution,0.5,20
4680,SNY,Healthcare,Drug Manufacturers—General,0.5714285714285714,21
4681,SO,Utilities,Utilities—Regulated Electric,0.4523809523809524,42
4682,SOAR,Industrials,Airports & Air Services,0.5,2
4683,SOBR,Technology,Scientific & Technical Instruments,0.5333333333333333,15
4684,SOFI,Financial Services,Credit Services,0.3333333333333333,3
4685,SOGP,Communication Services,Internet Content & Information,0.75,4
4686,SOHO,Real Estate,REIT—Hotel & Motel,0.631578947368421,19
4687,SOHOB,Real Estate,REIT—Hotel & Motel,0.42857142857142855,7
4688,SOHON,Real Estate,REIT—Hotel & Motel,0.6,5
4689,SOHOO,Real Estate,REIT—Hotel & Motel,0.5,6
4690,SOHU,Communication Services,Electronic Gaming & Multimedia,0.6521739130434783,23
4691,SOJC,,,0.5,6
4692,SOJD,,,0.5,4
4693,SOL,Technology,Solar,0.4375,16
4694,SOLV,Healthcare,Health Information Services,,0
4695,SON,Consumer Cyclical,Packaging & Containers,0.8181818181818182,44
4696,SOND,Consumer Cyclical,Lodging,0.0,3
4697,SONM,Technology,Communication Equipment,0.5,4
4698,SONN,Healthcare,Biotechnology,0.7647058823529411,17
4699,SONO,Technology,Consumer Electronics,0.6,5
4700,SONY,Technology,Consumer Electronics,0.5686274509803921,51
4701,SOPA,Technology,Software—Application,0.0,2
4702,SOR,Financial Services,Asset Management,0.6818181818181818,44
4703,SOS,Financial Services,Capital Markets,0.42857142857142855,7
4704,SOTK,Technology,Scientific & Technical Instruments,0.4,25
4705,SOUN,Technology,Software—Application,1.0,2
4706,SOWG,Consumer Defensive,Packaged Foods,0.5384615384615384,13
4707,SPB,Consumer Defensive,Household & Personal Products,0.6,45
4708,SPCB,Industrials,Security & Protection Services,0.5789473684210527,19
4709,SPCE,Industrials,Aerospace & Defense,0.8333333333333334,6
4710,SPEpC,,,1.0,2
4711,SPFI,Financial Services,Banks—Regional,0.25,4
4712,SPG,Real Estate,REIT—Retail,0.6,30
4713,SPGC,Consumer Cyclical,Leisure,,0
4714,SPGI,Financial Services,Financial Data & Stock Exchanges,0.5882352941176471,51
4715,SPH,Utilities,Utilities—Regulated Gas,0.42857142857142855,28
4716,SPHR,Communication Services,Entertainment,1.0,4
4717,SPI,Technology,Solar,0.625,8
4718,SPKL,Financial Services,Shell Companies,,0
4719,SPKLU,Financial Services,Shell Companies,,0
4720,SPLP,Industrials,Conglomerates,0.3333333333333333,12
4721,SPNS,Technology,Software—Application,0.5384615384615384,26
4722,SPNT,Financial Services,Insurance—Reinsurance,0.5,10
4723,SPOK,Healthcare,Health Information Services,0.5789473684210527,19
4724,SPPL,Technology,Software—Application,,0
4725,SPPP,,,0.8181818181818182,11
4726,SPR,Industrials,Aerospace & Defense,0.5294117647058824,17
4727,SPRB,Healthcare,Biotechnology,1.0,3
4728,SPRC,Healthcare,Biotechnology,0.5,2
4729,SPRO,Healthcare,Biotechnology,0.6666666666666666,6
4730,SPRU,Technology,Solar,0.5,4
4731,SPRY,Healthcare,Biotechnology,0.6666666666666666,3
4732,SPSC,Technology,Software—Application,0.35714285714285715,14
4733,SPTN,Consumer Defensive,Food Distribution,0.5652173913043478,23
4734,SPWH,Consumer Cyclical,Specialty Retail,0.2,10
4735,SPXC,Industrials,Building Products & Equipment,0.5681818181818182,44
4736,SPXX,Financial Services,Asset Management,0.6111111111111112,18
4737,SQ,Technology,Software—Infrastructure,0.5,8
4738,SQFT,Real Estate,REIT—Diversified,0.6666666666666666,3
4739,SQFTP,Real Estate,REIT—Diversified,0.5,2
4740,SQM,Basic Materials,Specialty Chemicals,0.5666666666666667,30
4741,SQNS,Technology,Semiconductors,0.6153846153846154,13
4742,SR,Utilities,Utilities—Regulated Gas,0.47058823529411764,51
4743,SRAD,Technology,Software—Application,1.0,2
4744,SRBK,Financial Services,Banks—Regional,,0
4745,SRCE,Financial Services,Banks—Regional,0.525,40
4746,SRCL,Industrials,Waste Management,0.5555555555555556,27
4747,SRDX,Healthcare,Medical Devices,0.6153846153846154,26
4748,SRE,Utilities,Utilities—Diversified,0.6,25
4749,SREA,,,0.5,4
4750,SRFM,Industrials,Airlines,,0
4751,SRI,Consumer Cyclical,Auto Parts,0.6923076923076923,26
4752,SRL,Financial Services,Capital Markets,0.4444444444444444,27
4753,SRM,Consumer Cyclical,Leisure,,0
4754,SRPT,Healthcare,Biotechnology,0.5,26
4755,SRRK,Healthcare,Biotechnology,0.2,5
4756,SRTS,Healthcare,Medical Devices,0.5714285714285714,7
4757,SRV,Financial Services,Asset Management,0.625,16
4758,SRZN,Healthcare,Biotechnology,0.3333333333333333,3
4759,SSB,Financial Services,Banks—Regional,0.5185185185185185,27
4760,SSBI,Financial Services,Banks—Regional,0.7058823529411765,17
4761,SSBK,Financial Services,Banks—Regional,0.0,2
4762,SSD,Basic Materials,Lumber & Wood Production,0.4482758620689655,29
4763,SSIC,Financial Services,Asset Management,0.5,2
4764,SSKN,Healthcare,Medical Devices,0.5,18
4765,SSL,Basic Materials,Specialty Chemicals,0.5952380952380952,42
4766,SSNC,Technology,Software—Application,0.7142857142857143,14
4767,SSP,Communication Services,Broadcasting,0.4857142857142857,35
4768,SSSS,Financial Services,Asset Management,0.46153846153846156,13
4769,SSSSL,,,1.0,2
4770,SST,Industrials,Specialty Business Services,1.0,3
4771,SSTI,Technology,Software—Application,0.5,6
4772,SSTK,Communication Services,Internet Content & Information,0.36363636363636365,11
4773,SSY,Healthcare,Pharmaceutical Retailers,0.5454545454545454,44
4774,SSYS,Technology,Computer Hardware,0.5862068965517241,29
4775,ST,Technology,Scientific & Technical Instruments,0.6428571428571429,14
4776,STAA,Healthcare,Medical Instruments & Supplies,0.46875,32
4777,STAG,Real Estate,REIT—Industrial,0.6153846153846154,13
4778,STBA,Financial Services,Banks—Regional,0.53125,32
4779,STBX,Communication Services,Internet Content & Information,1.0,1
4780,STC,Financial Services,Insurance—Property & Casualty,0.6078431372549019,51
4781,STCN,Industrials,Integrated Freight & Logistics,0.6,30
4782,STE,Healthcare,Medical Devices,0.41935483870967744,31
4783,STEC,Technology,Software—Application,0.6666666666666666,3
4784,STEL,Financial Services,Banks—Regional,0.5,6
4785,STEM,Utilities,Utilities—Renewable,0.0,3
4786,STER,Technology,Software—Infrastructure,0.5,2
4787,STEW,Financial Services,Asset Management,0.5681818181818182,44
4788,STG,Consumer Defensive,Education & Training Services,0.6666666666666666,6
4789,STGW,Communication Services,Advertising Agencies,0.5517241379310345,29
4790,STHO,Real Estate,Real Estate Services,1.0,1
4791,STI,Industrials,Electrical Equipment & Parts,0.0,1
4792,STIM,Healthcare,Diagnostics & Research,0.2,5
4793,STK,Financial Services,Asset Management,0.7857142857142857,14
4794,STKH,Consumer Defensive,Packaged Foods,0.0,3
4795,STKS,Consumer Cyclical,Restaurants,0.5555555555555556,9
4796,STLA,Consumer Cyclical,Auto Manufacturers,0.6923076923076923,13
4797,STLD,Basic Materials,Steel,0.7407407407407407,27
4798,STM,Technology,Semiconductors,0.6206896551724138,29
4799,STN,Industrials,Engineering & Construction,0.6111111111111112,18
4800,STNE,Technology,Software—Infrastructure,0.4,5
4801,STNG,Energy,Oil & Gas Midstream,0.6428571428571429,14
4802,STOK,Healthcare,Biotechnology,0.25,4
4803,STR,Energy,Oil & Gas E&P,0.16666666666666666,6
4804,STRL,Industrials,Engineering & Construction,0.4375,32
4805,STRM,Healthcare,Health Information Services,0.5714285714285714,28
4806,STRO,Healthcare,Biotechnology,0.4,5
4807,STRR,Healthcare,Diagnostics & Research,0.5789473684210527,19
4808,STRRP,Healthcare,Diagnostics & Research,0.25,4
4809,STRS,Real Estate,Real Estate—Diversified,0.6774193548387096,31
4810,STRT,Consumer Cyclical,Auto Parts,0.4482758620689655,29
4811,STRW,Real Estate,REIT—Healthcare Facilities,1.0,1
4812,STSS,Healthcare,Medical Instruments & Supplies,0.5,2
4813,STTK,Healthcare,Biotechnology,0.6666666666666666,3
4814,STVN,Healthcare,Medical Instruments & Supplies,1.0,2
4815,STWD,Real Estate,REIT—Mortgage,0.7142857142857143,14
4816,STX,Technology,Computer Hardware,0.5714285714285714,21
4817,STXS,Healthcare,Medical Instruments & Supplies,0.631578947368421,19
4818,STZ,Consumer Defensive,Beverages—Brewers,0.53125,32
4819,SU,Energy,Oil & Gas Integrated,0.5909090909090909,44
4820,SUGP,Industrials,Security & Protection Services,,0
4821,SUM,Basic Materials,Building Materials,0.5555555555555556,9
4822,SUN,Energy,Oil & Gas Refining & Marketing,0.6363636363636364,11
4823,SUP,Consumer Cyclical,Auto Parts,0.6136363636363636,44
4824,SUPN,Healthcare,Drug Manufacturers—Specialty & Generic,0.45454545454545453,11
4825,SUPV,Financial Services,Banks—Regional,0.5714285714285714,7
4826,SURG,Technology,Software—Application,0.6666666666666666,6
4827,SUUN,Utilities,Utilities—Renewable,,0
4828,SUZ,Basic Materials,Paper & Paper Products,0.6666666666666666,15
4829,SVC,Real Estate,REIT—Hotel & Motel,0.6071428571428571,28
4830,SVII,Financial Services,Shell Companies,0.0,1
4831,SVIIU,Financial Services,Shell Companies,0.0,1
4832,SVM,Basic Materials,Silver,0.5,6
4833,SVMH,Consumer Cyclical,Auto Manufacturers,0.0,1
4834,SVRA,Healthcare,Biotechnology,0.7142857142857143,7
4835,SVRE,Technology,Scientific & Technical Instruments,1.0,1
4836,SVT,Industrials,Aerospace & Defense,0.48,50
4837,SWAG,Communication Services,Advertising Agencies,1.0,2
4838,SWBI,Industrials,Aerospace & Defense,0.5833333333333334,24
4839,SWI,Technology,Software—Infrastructure,0.4,5
4840,SWIM,Industrials,Building Products & Equipment,1.0,3
4841,SWIN,Financial Services,Capital Markets,,0
4842,SWK,Industrials,Tools & Accessories,0.6136363636363636,44
4843,SWKH,Financial Services,Asset Management,0.4166666666666667,24
4844,SWKHL,,,,0
4845,SWN,Energy,Oil & Gas Integrated,0.4772727272727273,44
4846,SWTX,Healthcare,Biotechnology,0.5,4
4847,SWVL,Technology,Software—Application,0.6666666666666666,3
4848,SWX,Utilities,Utilities—Regulated Gas,0.5490196078431373,51
4849,SWZ,Financial Services,Asset Management,0.6388888888888888,36
4850,SXC,Basic Materials,Coking Coal,0.3333333333333333,12
4851,SXI,Industrials,Specialty Industrial Machinery,0.49019607843137253,51
4852,SXT,Basic Materials,Specialty Chemicals,0.5909090909090909,44
4853,SXTC,Healthcare,Drug Manufacturers—Specialty & Generic,0.6,5
4854,SY,Healthcare,Health Information Services,0.5,4
4855,SYBT,Financial Services,Banks—Regional,0.4838709677419355,31
4856,SYBX,Healthcare,Biotechnology,0.625,8
4857,SYF,Financial Services,Credit Services,0.4444444444444444,9
4858,SYK,Healthcare,Medical Devices,0.6363636363636364,44
4859,SYM,Industrials,Specialty Industrial Machinery,0.6666666666666666,3
4860,SYNA,Technology,Semiconductors,0.5909090909090909,22
4861,SYPR,Consumer Cyclical,Auto Parts,0.3793103448275862,29
4862,SYRA,Healthcare,Medical Care Facilities,,0
4863,SYRE,Healthcare,Biotechnology,0.5,8
4864,SYRS,Healthcare,Biotechnology,0.7142857142857143,7
4865,SYT,Technology,Software—Application,1.0,1
4866,SYTA,Technology,Communication Equipment,0.6666666666666666,3
4867,SYY,Consumer Defensive,Food Distribution,0.56,50
4868,T,Communication Services,Telecom Services,0.575,40
4869,TAC,Utilities,Utilities—Independent Power Producers,0.6363636363636364,22
4870,TAIT,Technology,Electronics & Computer Distribution,0.4827586206896552,29
4871,TAK,Healthcare,Drug Manufacturers—Specialty & Generic,0.7142857142857143,14
4872,TAL,Consumer Defensive,Education & Training Services,0.5384615384615384,13
4873,TALK,Healthcare,Health Information Services,0.6666666666666666,3
4874,TALO,Energy,Oil & Gas E&P,0.4,5
4875,TANH,Consumer Defensive,Household & Personal Products,0.4444444444444444,9
4876,TAOP,Technology,Software—Infrastructure,0.6470588235294118,17
4877,TAP,Consumer Defensive,Beverages—Brewers,0.5416666666666666,48
4878,TARS,Healthcare,Biotechnology,0.3333333333333333,3
4879,TASK,Technology,Information Technology Services,0.5,2
4880,TATT,Industrials,Aerospace & Defense,0.4864864864864865,37
4881,TAYD,Industrials,Specialty Industrial Machinery,0.5813953488372093,43
4882,TBB,,,0.6666666666666666,6
4883,TBBB,Consumer Defensive,Discount Stores,,0
4884,TBBK,Financial Services,Banks—Regional,0.45,20
4885,TBC,,,0.4,5
4886,TBI,Industrials,Staffing & Employment Services,0.6,30
4887,TBLA,Communication Services,Internet Content & Information,0.5,2
4888,TBLD,,,1.0,2
4889,TBMC,Financial Services,Shell Companies,,0
4890,TBNK,Financial Services,Banks—Regional,0.5,14
4891,TBPH,Healthcare,Biotechnology,0.8888888888888888,9
4892,TBRG,Healthcare,Health Information Services,0.6190476190476191,21
4893,TC,Communication Services,Internet Content & Information,0.6,5
4894,TCBI,Financial Services,Banks—Regional,0.3,20
4895,TCBK,Financial Services,Banks—Regional,0.45161290322580644,31
4896,TCBP,Healthcare,Biotechnology,0.0,2
4897,TCBS,Financial Services,Banks—Regional,0.0,2
4898,TCBX,Financial Services,Banks—Regional,0.5,2
4899,TCI,Real Estate,Real Estate Services,0.5128205128205128,39
4900,TCJH,Financial Services,Capital Markets,1.0,1
4901,TCMD,Healthcare,Medical Devices,0.5714285714285714,7
4902,TCOM,Consumer Cyclical,Travel Services,0.55,20
4903,TCPC,Financial Services,Asset Management,0.25,12
4904,TCRX,Healthcare,Biotechnology,0.0,2
4905,TCS,Consumer Cyclical,Specialty Retail,0.5,10
4906,TCTM,Consumer Defensive,Education & Training Services,0.5,10
4907,TCX,Technology,Software—Infrastructure,0.6428571428571429,28
4908,TD,Financial Services,Banks—Diversified,0.5555555555555556,27
4909,TDC,Technology,Software—Infrastructure,0.75,16
4910,TDF,Financial Services,Asset Management,0.6896551724137931,29
4911,TDG,Industrials,Aerospace & Defense,0.5,18
4912,TDOC,Healthcare,Health Information Services,0.625,8
4913,TDSpU,,,0.3333333333333333,3
4914,TDUP,Consumer Cyclical,Internet Retail,0.3333333333333333,3
4915,TDW,Energy,Oil & Gas Equipment & Services,0.6136363636363636,44
4916,TDY,Technology,Scientific & Technical Instruments,0.4166666666666667,24
4917,TEAF,Financial Services,Asset Management,0.8,5
4918,TEAM,Technology,Software—Application,0.5,8
4919,TECH,Healthcare,Biotechnology,0.5714285714285714,35
4920,TECTP,Financial Services,Banks—Regional,0.5,4
4921,TECX,Healthcare,Biotechnology,0.4,5
4922,TEF,Communication Services,Telecom Services,0.5833333333333334,36
4923,TEI,Financial Services,Asset Management,0.6333333333333333,30
4924,TEL,Technology,Electronic Components,0.625,16
4925,TELA,Healthcare,Medical Devices,0.5,4
4926,TELL,Energy,Oil & Gas E&P,0.45714285714285713,35
4927,TELO,Healthcare,Biotechnology,,0
4928,TELZ,,,1.0,2
4929,TEN,Energy,Oil & Gas Midstream,0.5909090909090909,22
4930,TENB,Technology,Software—Infrastructure,0.4,5
4931,TENX,Healthcare,Biotechnology,0.43333333333333335,30
4932,TEO,Communication Services,Telecom Services,0.4827586206896552,29
4933,TER,Technology,Semiconductor Equipment & Materials,0.6274509803921569,51
4934,TERN,Healthcare,Biotechnology,0.3333333333333333,3
4935,TETE,Financial Services,Shell Companies,0.5,2
4936,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,0.5714285714285714,42
4937,TEX,Industrials,Farm & Heavy Construction Machinery,0.7045454545454546,44
4938,TFC,Financial Services,Banks—Regional,0.45454545454545453,44
4939,TFFP,Healthcare,Biotechnology,0.0,4
4940,TFII,Industrials,Trucking,0.5555555555555556,18
4941,TFIN,Financial Services,Banks—Regional,0.3333333333333333,9
4942,TFPM,Basic Materials,Other Precious Metals & Mining,1.0,1
4943,TFSA,,,0.6666666666666666,3
4944,TFSL,Financial Services,Banks—Regional,0.47058823529411764,17
4945,TFX,Healthcare,Medical Instruments & Supplies,0.6590909090909091,44
4946,TG,Industrials,Metal Fabrication,0.6176470588235294,34
4947,TGAA,Financial Services,Shell Companies,0.5,2
4948,TGAAU,Financial Services,Shell Companies,0.5,2
4949,TGB,Basic Materials,Copper,0.625,32
4950,TGI,Industrials,Aerospace & Defense,0.5925925925925926,27
4951,TGLS,Basic Materials,Building Materials,0.5454545454545454,11
4952,TGNA,Communication Services,Broadcasting,0.5454545454545454,44
4953,TGS,Energy,Oil & Gas Integrated,0.5517241379310345,29
4954,TGT,Consumer Defensive,Discount Stores,0.5098039215686274,51
4955,TGTX,Healthcare,Biotechnology,0.6923076923076923,13
4956,TH,Industrials,Specialty Business Services,0.5,6
4957,THAR,Healthcare,Biotechnology,0.5,2
4958,THC,Healthcare,Medical Care Facilities,0.6818181818181818,44
4959,THCH,Consumer Cyclical,Restaurants,0.6666666666666666,3
4960,THCPU,Financial Services,Shell Companies,1.0,2
4961,THFF,Financial Services,Banks—Regional,0.4375,32
4962,THG,Financial Services,Insurance—Property & Casualty,0.5357142857142857,28
4963,THM,Basic Materials,Gold,0.6875,16
4964,THO,Consumer Cyclical,Recreational Vehicles,0.7,40
4965,THQ,Financial Services,Asset Management,0.5555555555555556,9
4966,THR,Industrials,Specialty Industrial Machinery,0.4166666666666667,12
4967,THRD,Healthcare,Biotechnology,1.0,1
4968,THRM,Consumer Cyclical,Auto Parts,0.5333333333333333,30
4969,THS,Consumer Defensive,Packaged Foods,0.5555555555555556,18
4970,THTX,Healthcare,Biotechnology,0.5333333333333333,15
4971,THW,Financial Services,Asset Management,0.5,8
4972,TIGO,Communication Services,Telecom Services,0.6,5
4973,TIGR,Financial Services,Capital Markets,0.6,5
4974,TIL,Healthcare,Biotechnology,0.3333333333333333,3
4975,TILE,Industrials,Building Products & Equipment,0.6097560975609756,41
4976,TIMB,Communication Services,Telecom Services,0.68,25
4977,TIPT,Financial Services,Insurance—Specialty,0.6153846153846154,13
4978,TISI,Industrials,Specialty Business Services,0.46511627906976744,43
4979,TITN,Industrials,Industrial Distribution,0.75,16
4980,TIVC,Healthcare,Medical Devices,0.5,2
4981,TIXT,Technology,Software—Infrastructure,0.3333333333333333,3
4982,TJX,Consumer Cyclical,Apparel Retail,0.5,36
4983,TK,Energy,Oil & Gas Midstream,0.5357142857142857,28
4984,TKC,Communication Services,Telecom Services,0.5652173913043478,23
4985,TKLF,Consumer Cyclical,Specialty Retail,0.5,2
4986,TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,0.0,2
4987,TKR,Industrials,Tools & Accessories,0.7254901960784313,51
4988,TLF,Consumer Cyclical,Specialty Retail,0.5666666666666667,30
4989,TLGY,Financial Services,Shell Companies,0.5,2
4990,TLGYU,Financial Services,Shell Companies,1.0,2
4991,TLK,Communication Services,Telecom Services,0.5714285714285714,28
4992,TLN,Utilities,Utilities—Independent Power Producers,,0
4993,TLPH,Healthcare,Drug Manufacturers—Specialty & Generic,0.5384615384615384,13
4994,TLRY,Healthcare,Drug Manufacturers—Specialty & Generic,0.4,5
4995,TLS,Technology,Software—Infrastructure,0.3333333333333333,3
4996,TLSI,Healthcare,Medical Devices,0.6666666666666666,3
4997,TLYS,Consumer Cyclical,Apparel Retail,0.2727272727272727,11
4998,TM,Consumer Cyclical,Auto Manufacturers,0.5,44
4999,TMC,Basic Materials,Other Industrial Metals & Mining,1.0,2
5000,TMCI,Healthcare,Medical Devices,0.6666666666666666,3
5001,TMDX,Healthcare,Medical Devices,0.5,4
5002,TME,Communication Services,Internet Content & Information,0.8,5
5003,TMHC,Consumer Cyclical,Residential Construction,0.5454545454545454,11
5004,TMO,Healthcare,Diagnostics & Research,0.6818181818181818,44
5005,TMQ,Basic Materials,Other Industrial Metals & Mining,0.6666666666666666,12
5006,TMTC,Financial Services,Shell Companies,,0
5007,TMTCU,Financial Services,Shell Companies,0.0,1
5008,TMUS,Communication Services,Telecom Services,0.5882352941176471,17
5009,TNC,Industrials,Specialty Industrial Machinery,0.5490196078431373,51
5010,TNDM,Healthcare,Medical Devices,0.5,10
5011,TNET,Industrials,Staffing & Employment Services,0.6,10
5012,TNFA,Healthcare,Biotechnology,0.4,10
5013,TNGX,Healthcare,Biotechnology,0.0,3
5014,TNL,Consumer Cyclical,Travel Services,0.7058823529411765,17
5015,TNON,Healthcare,Medical Devices,1.0,2
5016,TNXP,Healthcare,Biotechnology,0.8181818181818182,11
5017,TNYA,Healthcare,Biotechnology,1.0,2
5018,TOI,Healthcare,Medical Care Facilities,0.0,3
5019,TOL,Consumer Cyclical,Residential Construction,0.5945945945945946,37
5020,TOMZ,Industrials,Pollution & Treatment Controls,0.4,15
5021,TOON,Communication Services,Entertainment,0.5833333333333334,12
5022,TOP,Financial Services,Capital Markets,1.0,1
5023,TORO,Industrials,Marine Shipping,0.0,1
5024,TOST,Technology,Software—Infrastructure,0.5,2
5025,TOUR,Consumer Cyclical,Travel Services,0.6666666666666666,9
